,country,currency,exchange,finnhubIndustry,ipo,logo,marketCapitalization,name,phone,shareOutstanding,ticker,weburl
65,US,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools & Services,2019-06-27,https://static.finnhub.io/logo/49f91794-80da-11ea-be7a-00000000092a.png,6721.79,Adaptive Biotechnologies Corp,12066590067,135.793728,ADPT,https://www.adaptivebiotech.com
66,,,,,,,,,,,,
67,US,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1985-05-01,https://static.finnhub.io/logo/99d251e4-80df-11ea-ad7f-00000000092a.png,55789.01,Autodesk Inc,14155075000,219.279183,ADSK,https://www.autodesk.com/
68,US,USD,NASDAQ NMS - GLOBAL MARKET,Communications,1994-08-10,https://static.finnhub.io/logo/7137daf6-826a-11ea-a902-00000000092a.png,595.6378,ADTRAN Inc,12569638220,47.957952,ADTN,http://www.adtran.com/
69,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2020-06-19,,20.37854,ADiTx Therapeutics Inc,19094880844,9.478392,ADTX,https://aditxt.com/
70,US,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2009-10-28,,1598.267,Addus Homecare Corp,14695358200,15.799394,ADUS,http://www.addus.com/
71,US,,NASDAQ NMS - GLOBAL MARKET,N/A,2019-07-18,,0,Advantage Solutions Inc,12124292211,0,ADV,
72,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2014-07-31,https://static.finnhub.io/logo/2a8c64fe-80d0-11ea-9f54-00000000092a.png,1175.918,Adverum Biotechnologies Inc,16502726269,95.138975,ADVM,https://adverum.com/
73,,,,,,,,,,,,
74,,,,,,,,,,,,
75,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2005-07-28,https://static.finnhub.io/logo/c1812c6e-80ce-11ea-a97f-00000000092a.png,33.72965,Advaxis Inc,17325451590,66.227473,ADXS,https://www.advaxis.com/
76,US,USD,NASDAQ NMS - GLOBAL MARKET,Construction,1981-12-03,,484.3414,Aegion Corp,16365308000,30.771371,AEGN,https://www.aegion.com/
77,CN,,NASDAQ NMS - GLOBAL MARKET,Building,2010-11-03,,0,Antelope Enterprise Holdings Ltd,8659585765051,0,AEHL,http://www.aehltd.com/
78,US,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,1997-08-15,https://static.finnhub.io/logo/9a8fe21e-80df-11ea-8837-00000000092a.png,30.53651,Aehr Test Systems,15106239400,23.310312,AEHR,https://www.aehr.com/
79,US,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,1995-11-17,https://static.finnhub.io/logo/9ae27426-80df-11ea-a9fa-00000000092a.png,2778.603,Advanced Energy Industries Inc,19702214670,38.330839,AEIS,https://www.advancedenergy.com/
80,US,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,1994-03-09,https://static.finnhub.io/logo/63fe5910-80d2-11ea-bdd5-00000000092a.png,18.4677,Aethlon Medical Inc,18584597800,12.070393,AEMD,https://www.aethlonmedical.com/
81,US,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1949-09-01,https://static.finnhub.io/logo/65ca8abe-80eb-11ea-9cac-00000000092a.png,45607.97,American Electric Power Company Inc,16147161000,496.347248,AEP,http://www.aep.com/
82,,,,,,,,,,,,
83,,,,,,,,,,,,
84,US,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,2013-10-25,https://static.finnhub.io/logo/c3eb1f5c-80ce-11ea-bebe-00000000092a.png,460.958,Aerie Pharmaceuticals Inc,19192375300,46.51443,AERI,http://www.aeriepharma.com/
85,US,USD,NASDAQ NMS - GLOBAL MARKET,"Hotels, Restaurants & Leisure",2017-10-05,https://static.finnhub.io/logo/60068062-80db-11ea-826d-00000000092a.png,36.43784,Allied Esports Entertainment Inc,19492252600,31.963017,AESE,https://ir.alliedesportsent.com/
86,US,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,2001-12-03,,23.93155,ADDvantage Technologies Group Inc,19182519121,11.78894,AEY,http://www.addvantagetechnologies.com/
87,US,USD,NASDAQ NMS - GLOBAL MARKET,Technology,2013-04-15,https://static.finnhub.io/logo/d47b30ac-80da-11ea-acae-00000000092a.png,161.4151,AudioEye Inc,18663315324,9.7121,AEYE,https://www.audioeye.com/
88,CA,USD,TORONTO STOCK EXCHANGE,Biotechnology,1995-12-19,https://static.finnhub.io/logo/e9a9d602-80f0-11ea-a615-00000000092a.png,28.51877,Aeterna Zentaris Inc,18439003201,62.678613,AEZS.TO,http://www.aezsinc.com/
89,US,,NASDAQ NMS - GLOBAL MARKET,Health Care,2020-08-06,,0,Acutus Medical Inc,14422326144,0,AFIB,http://www.acutusmedical.com/
90,US,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,2017-06-19,https://static.finnhub.io/logo/e2f341f6-80da-11ea-b130-00000000092a.png,667.4456,American Finance Trust Inc,12124156500,108.527734,AFIN,http://americanfinancetrust.com/
91,,,,,,,,,,,,
92,DE,EUR,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2014-09-12,https://static.finnhub.io/logo/29cc761a-80d0-11ea-ab42-00000000092a.png,304.5394,Affimed NV,496221674360,91.949901,AFMD,https://www.affimed.com/
93,BR,BRL,NASDAQ NMS - GLOBAL MARKET,Diversified Consumer Services,2019-07-19,https://static.finnhub.io/logo/db6ec4e8-81d2-11ea-af0d-00000000092a.png,2440.224,Afya Ltd,553135157500,93.004755,AFYA,https://ir.afya.com.br/
94,HK,USD,NASDAQ NMS - GLOBAL MARKET,N/A,2019-05-14,,61.662,AGBA Acquisition Ltd,85239984852,5.975,AGBA,
95,,,,,,,,,,,,
96,,,,,,,,,,,,
97,,,,,,,,,,,,
98,,,,,,,,,,,,
99,US,,NASDAQ NMS - GLOBAL MARKET,N/A,2020-10-01,,0,Altimeter Growth Corp,16505499145,0,AGCUU,
100,,,,,,,,,,,,
101,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2000-02-04,https://static.finnhub.io/logo/9ccb30fe-80df-11ea-993b-00000000092a.png,722.764,Agenus Inc,17816744400,183.442653,AGEN,http://agenusbio.com/
102,US,USD,NASDAQ NMS - GLOBAL MARKET,Chemicals,2014-02-13,https://static.finnhub.io/logo/b57e8700-80cf-11ea-b35b-00000000092a.png,118.4402,AgroFresh Solutions Inc,12155923687,52.875089,AGFS,https://www.agrofresh.com/
103,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2013-07-24,https://static.finnhub.io/logo/4298fc14-80ce-11ea-ace7-00000000092a.png,2628.948,Agios Pharmaceuticals Inc,16176498600,69.110084,AGIO,http://www.agios.com/
104,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2016-04-07,https://static.finnhub.io/logo/523351d2-80d2-11ea-b332-00000000092a.png,342.5268,Aeglea Bio Therapeutics Inc,15129422935,44.599847,AGLE,http://aegleabio.com
105,HK,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2018-04-18,https://static.finnhub.io/logo/7f908b9c-80db-11ea-96c9-00000000092a.png,332.5315,AGM Group Holdings Inc,8601065020507,33.701055,AGMH,http://www.agmprime.com/
106,US,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,2008-05-15,,7882.788,AGNC Investment Corp,13019689300,555.517135,AGNC,http://agnc.com/
107,,,,,,,,,,,,
108,,,,,,,,,,,,
109,,,,,,,,,,,,
110,,,,,,,,,,,,
111,US,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,2014-05-22,https://static.finnhub.io/logo/ce934c88-80cf-11ea-8207-00000000092a.png,261.0198,Agile Therapeutics Inc,16096831880,87.297605,AGRX,https://www.agiletherapeutics.com/
112,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2014-03-27,https://static.finnhub.io/logo/56431592-80cf-11ea-a718-00000000092a.png,141.184,Applied Genetic Technologies Corp,13864622204,25.857883,AGTC,https://www.agtc.com/
113,US,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1971-01-08,https://static.finnhub.io/logo/9f139b98-80df-11ea-bde1-00000000092a.png,630.3119,Agilysys Inc,17708107800,23.589518,AGYS,https://www.agilysys.com/
114,,,,,,,,,,,,
115,,,,,,,,,,,,
116,US,,NASDAQ NMS - GLOBAL MARKET,N/A,2020-09-17,,0,Alpha Healthcare Acquisition Corp,16463213444,0,AHACU,
117,,,,,,,,,,,,
118,US,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2018-02-16,,2406.29,Adapthealth Corp,16106306357,84.312902,AHCO,
119,US,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,1992-01-14,,20.83026,Allied Healthcare Products Inc,13147712400,4.013537,AHPI,http://www.alliedhpi.com/
120,,,,,,,,,,,,
121,CN,CNY,NASDAQ NMS - GLOBAL MARKET,Health Care,2019-10-25,https://static.finnhub.io/logo/697bd3e4-81d2-11ea-8587-00000000092a.png,139.5063,Aesthetic Medical International Holdings Group Ltd,8675586715439,70.838671,AIH,http://www.pengai.com.cn
122,CN,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2018-03-16,,50.29623,Senmiao Technology Ltd,862861554399,43.358818,AIHS,https://www.ihongsen.com
123,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,1980-03-18,https://static.finnhub.io/logo/b16fc664-80e0-11ea-9b8a-00000000092a.png,20.33404,Aikido Pharma Inc,13473217646,34.920219,AIKI,http://www.spherix.com/
124,US,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,2006-12-14,https://static.finnhub.io/logo/9da7f902-80df-11ea-b5a0-00000000092a.png,2897.881,Altra Industrial Motion Corp,17819170600,64.655978,AIMC,http://www.altramotion.com
125,US,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2004-04-06,,559.5963,Apollo Investment Corp,12125153450,67.259176,AINV,https://www.apolloic.com/
126,,,,,,,,,,,,
127,US,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,2016-08-11,https://static.finnhub.io/logo/ff72eaca-80db-11ea-a64a-00000000092a.png,128.0124,Airgain Inc,17605790200,9.654028,AIRG,http://www.airgain.com/
128,,,,,,,,,,,,
129,US,USD,NASDAQ NMS - GLOBAL MARKET,Logistics & Transportation,1984-04-24,https://static.finnhub.io/logo/9e54807a-80df-11ea-9dbf-00000000092a.png,29.02041,Air T Inc,17043772109,2.881868,AIRT,http://www.airt.net/
130,,,,,,,,,,,,
131,,,,,,,,,,,,
132,US,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1999-10-29,,17368.74,Akamai Technologies Inc,16174443000,162.704861,AKAM,https://www.akamai.com/
133,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2014-03-20,https://static.finnhub.io/logo/7d6670f8-80cf-11ea-aab1-00000000092a.png,449.1796,Akebia Therapeutics Inc,16178712098,143.129409,AKBA,https://akebia.com/
134,US,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2008-07-24,https://static.finnhub.io/logo/5db2dee6-80cf-11ea-a23b-00000000092a.png,19.28067,Akers Biosciences Inc,18568488698,8.724283,AKER,http://www.akersbio.com
135,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2019-06-20,https://static.finnhub.io/logo/5ac79f50-80da-11ea-8fee-00000000092a.png,895.6268,Akero Therapeutics Inc,16504876488,34.700769,AKRO,https://www.akerotx.com/
136,US,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,2017-03-13,https://static.finnhub.io/logo/c87e2de6-80db-11ea-b469-00000000092a.png,308.3589,Akoustis Technologies Inc,17026054086,38.257934,AKTS,https://ir.akoustis.com/
137,US,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,2014-01-31,https://static.finnhub.io/logo/6566bacc-80cf-11ea-a49e-00000000092a.png,56.89443,Akari Therapeutics PLC,16463500702,3386.573113,AKTX,http://akaritx.com/
138,,,,,,,,,,,,
139,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2020-06-26,,649.2615,Akouos Inc,18572455715,34.370648,AKUS,https://akouos.com/
140,HK,USD,NASDAQ NMS - GLOBAL MARKET,N/A,2018-10-24,,161.5872,Alberton Acquisition Corp,85221171621,14.68975,ALAC,https://www.albertoncorp.com/
141,,,,,,,,,,,,
142,,,,,,,,,,,,
143,,,,,,,,,,,,
144,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2007-05-11,https://static.finnhub.io/logo/b888b486-80df-11ea-bc00-00000000092a.png,661.0078,Albireo Pharma Inc,18574154774,18.989021,ALBO,http://www.albireopharma.com/
145,US,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,1980-03-17,https://static.finnhub.io/logo/95b11e40-80df-11ea-8e03-00000000092a.png,231.6416,Alico Inc,12392262000,7.491642,ALCO,https://www.alicoinc.com/
146,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2014-05-02,https://static.finnhub.io/logo/4b4f9dba-80cf-11ea-87c6-00000000092a.png,295.1571,Aldeyra Therapeutics Inc,17817614904,38.633134,ALDX,https://www.aldeyra.com/
147,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2019-02-07,https://static.finnhub.io/logo/871e51b8-80da-11ea-b167-00000000092a.png,752.1979,Alector Inc,14152315660,79.262166,ALEC,https://alector.com
148,,,,,,,,,,,,
149,US,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2001-01-26,,36995.07,Align Technology Inc,14084701000,78.786683,ALGN,http://www.aligntech.com/
150,US,,NASDAQ NMS - GLOBAL MARKET,N/A,2020-10-16,,0,Aligos Therapeutics Inc,18004666059,0,ALGS,https://www.aligos.com/
151,US,USD,NASDAQ NMS - GLOBAL MARKET,Airlines,2006-12-08,https://static.finnhub.io/logo/8f1d001c-80df-11ea-9290-00000000092a.png,2310.959,Allegiant Travel Co,17028517300,16.242332,ALGT,https://www.allegiantair.com/
152,US,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,2010-04-22,https://static.finnhub.io/logo/911aa6ee-8100-11ea-ae7f-00000000092a.png,22.69317,Alimera Sciences Inc,16789905740,5.031745,ALIM,http://www.alimerasciences.com/
153,US,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1996-04-03,,45.12489,ALJ Regional Holdings Inc,12128830083,42.172791,ALJJ,http://www.aljregionalholdings.com/
154,IE,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,1991-07-16,https://static.finnhub.io/logo/9187a488-80df-11ea-8157-00000000092a.png,2606.726,Alkermes Plc,35317728000,159.043691,ALKS,http://www.alkermes.com
155,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2018-07-19,https://static.finnhub.io/logo/7358df46-81d5-11ea-b3b3-00000000092a.png,4394.404,Allakos Inc,16505975002,48.913669,ALLK,http://www.allakos.com/
156,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2018-10-11,https://static.finnhub.io/logo/c257caf6-80da-11ea-8622-00000000092a.png,5056.282,Allogene Therapeutics Inc,16504572700,139.291518,ALLO,http://www.allogene.com/
157,IL,USD,NASDAQ NMS - GLOBAL MARKET,Technology,2006-11-16,https://static.finnhub.io/logo/9564945e-80df-11ea-9144-00000000092a.png,0,Allot Ltd,97297619200,0,ALLT,https://www.allot.com
158,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2017-11-02,https://static.finnhub.io/logo/65fb0122-80db-11ea-bcfb-00000000092a.png,52.98531,Allena Pharmaceuticals Inc,16174674577,38.118925,ALNA,http://www.allenapharma.com/
159,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2004-05-28,https://static.finnhub.io/logo/9451aec8-80df-11ea-9644-00000000092a.png,15289.46,Alnylam Pharmaceuticals Inc,16175518200,115.969783,ALNY,http://www.alnylam.com/
160,US,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1983-05-26,https://static.finnhub.io/logo/95ff91b4-80df-11ea-a942-00000000092a.png,59.59541,AstroNova Inc,14018284000,7.168424,ALOT,https://astronovainc.com/
161,US,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2015-06-17,https://static.finnhub.io/logo/1af8d86e-80d2-11ea-bfd6-00000000092a.png,187.4246,Alpine Immune Sciences Inc,12067884545,23.78485,ALPN,https://www.alpineimmunesciences.com/
162,US,USD,NASDAQ NMS - GLOBAL MARKET,Technology,2015-06-26,,2952.635,Alarm.com Holdings Inc,18773894033,48.965761,ALRM,
